"X2" "X1.x" "X3.x" "X1.y" "X3.y"
"129" "0a57454df7b95493d0d389f32965dc37" 370 "aerobic_chemoheterotrophy" 7418 "Acholeplasma"
"131" "0a57454df7b95493d0d389f32965dc37" 371 "chemoheterotrophy" 7418 "Acholeplasma"
"137" "0e20eb5a75a5e72b9d1671c4dc013ef1" 450 "aromatic_compound_degradation" 10012 "Papillibacter"
"141" "0e20eb5a75a5e72b9d1671c4dc013ef1" 451 "chemoheterotrophy" 10012 "Papillibacter"
"145" "0f2cc31ff0156250f01a3f6adfb767cc" 483 "aerobic_chemoheterotrophy" 7925 "Acholeplasma"
"147" "0f2cc31ff0156250f01a3f6adfb767cc" 484 "chemoheterotrophy" 7925 "Acholeplasma"
"153" "0f60c24eede660117428d84d0c29cac1" 489 "fermentation" 6018 "Alistipes"
"157" "0f60c24eede660117428d84d0c29cac1" 488 "chemoheterotrophy" 6018 "Alistipes"
"161" "110f17d8d8d5aac6bd29054ae11ff491" 529 "chemoheterotrophy" 731 "Pediococcus"
"163" "110f17d8d8d5aac6bd29054ae11ff491" 530 "fermentation" 731 "Pediococcus"
"169" "116bce8c9ae508fc26af0732910891b1" 533 "aerobic_chemoheterotrophy" 10767 "Acholeplasma"
"171" "116bce8c9ae508fc26af0732910891b1" 534 "chemoheterotrophy" 10767 "Acholeplasma"
"177" "11a22e44ad493165ee5c360a6f60b320" 535 "aerobic_chemoheterotrophy" 10419 "Acholeplasma"
"179" "11a22e44ad493165ee5c360a6f60b320" 536 "chemoheterotrophy" 10419 "Acholeplasma"
"185" "12d539628dea91cea7e6cc70c7cb2883" 559 "aromatic_compound_degradation" 6434 "Papillibacter"
"189" "12d539628dea91cea7e6cc70c7cb2883" 560 "chemoheterotrophy" 6434 "Papillibacter"
"193" "13aa2171746c07c1dbc34236fea9eafc" 573 "chemoheterotrophy" 10206 "Olsenella"
"195" "13aa2171746c07c1dbc34236fea9eafc" 574 "fermentation" 10206 "Olsenella"
"201" "141110a7ee911b782a3a4c3970a7a3fe" 593 "fermentation" 2759 "Olsenella"
"203" "141110a7ee911b782a3a4c3970a7a3fe" 592 "chemoheterotrophy" 2759 "Olsenella"
"209" "1474b2bbdcb9adee4ee0a3b0e78c48cb" 596 "chemoheterotrophy" 770 "Alistipes"
"211" "1474b2bbdcb9adee4ee0a3b0e78c48cb" 597 "fermentation" 770 "Alistipes"
"217" "161a7c721ecb44a7781fe66251842d19" 656 "chemoheterotrophy" 4544 "Alistipes"
"221" "161a7c721ecb44a7781fe66251842d19" 657 "fermentation" 4544 "Alistipes"
"225" "16f7e838ffe8e52ee0869beab6931b99" 679 "chemoheterotrophy" 2486 "Alistipes"
"229" "16f7e838ffe8e52ee0869beab6931b99" 680 "fermentation" 2486 "Alistipes"
"233" "19c3a7920f64ba9e0986a4bc5588086c" 748 "chemoheterotrophy" 9146 "Alistipes"
"237" "19c3a7920f64ba9e0986a4bc5588086c" 749 "fermentation" 9146 "Alistipes"
"241" "1b9e69c72f75feb687e26c8de3e74d15" 794 "fermentation" 3844 "Alistipes"
"245" "1b9e69c72f75feb687e26c8de3e74d15" 793 "chemoheterotrophy" 3844 "Alistipes"
"249" "1db8837c83da9cd507be51701facf59d" 857 "chemoheterotrophy" 5427 "Alistipes"
"251" "1db8837c83da9cd507be51701facf59d" 858 "fermentation" 5427 "Alistipes"
"257" "1e5e87e77dc1261102c6ef8d08af7066" 884 "chemoheterotrophy" 7467 "Alistipes"
"259" "1e5e87e77dc1261102c6ef8d08af7066" 885 "fermentation" 7467 "Alistipes"
"265" "1eefa7a299675aa561d71dff2f9a37ef" 908 "aerobic_chemoheterotrophy" 10726 "Acholeplasma"
"267" "1eefa7a299675aa561d71dff2f9a37ef" 909 "chemoheterotrophy" 10726 "Acholeplasma"
"273" "1f086d11149c4a95b87a2241fde949b1" 910 "aromatic_compound_degradation" 5866 "Papillibacter"
"275" "1f086d11149c4a95b87a2241fde949b1" 911 "chemoheterotrophy" 5866 "Papillibacter"
"281" "1f844d2d9448934252ee914a17ab5e57" 927 "aerobic_chemoheterotrophy" 5038 "Acholeplasma"
"285" "1f844d2d9448934252ee914a17ab5e57" 928 "chemoheterotrophy" 5038 "Acholeplasma"
"289" "20897e550e14af0249ae47963ea30fb8" 956 "chemoheterotrophy" 7171 "Alistipes"
"293" "20897e550e14af0249ae47963ea30fb8" 957 "fermentation" 7171 "Alistipes"
"297" "20cf8b3e9aecfeab2daf9b79e7c89f6e" 976 "chemoheterotrophy" 6370 "Olsenella"
"299" "20cf8b3e9aecfeab2daf9b79e7c89f6e" 977 "fermentation" 6370 "Olsenella"
"305" "221eb35aa9bb2ae4751d7da7066f3fd5" 1001 "aerobic_chemoheterotrophy" 5281 "Acholeplasma"
"309" "221eb35aa9bb2ae4751d7da7066f3fd5" 1002 "chemoheterotrophy" 5281 "Acholeplasma"
"313" "23d5c54455d77c9685f09db7c6b7c3e1" 1060 "fermentation" 5739 "Alistipes"
"317" "23d5c54455d77c9685f09db7c6b7c3e1" 1059 "chemoheterotrophy" 5739 "Alistipes"
"321" "24acf83dfc87d2fa297dec1fb41e2046" 1079 "aerobic_chemoheterotrophy" 7896 "Acholeplasma"
"323" "24acf83dfc87d2fa297dec1fb41e2046" 1080 "chemoheterotrophy" 7896 "Acholeplasma"
"329" "26d0a8c57b5366723f1106b19a8d14cc" 1157 "chemoheterotrophy" 1083 "Alistipes"
"331" "26d0a8c57b5366723f1106b19a8d14cc" 1158 "fermentation" 1083 "Alistipes"
"337" "27508f92777285f8c55ad55031a9d44b" 1168 "aromatic_compound_degradation" 1354 "Papillibacter"
"341" "27508f92777285f8c55ad55031a9d44b" 1169 "chemoheterotrophy" 1354 "Papillibacter"
"345" "28018bcc13d393004c89deaa80a39b81" 1179 "chemoheterotrophy" 2410 "Alistipes"
"347" "28018bcc13d393004c89deaa80a39b81" 1180 "fermentation" 2410 "Alistipes"
"353" "28b873f47e0b792b74032f83dc3f2122" 1192 "chemoheterotrophy" 3508 "Alistipes"
"357" "28b873f47e0b792b74032f83dc3f2122" 1193 "fermentation" 3508 "Alistipes"
"361" "29f781472f612e29fdb36f2cce792626" 1212 "aromatic_compound_degradation" 8981 "Papillibacter"
"363" "29f781472f612e29fdb36f2cce792626" 1213 "chemoheterotrophy" 8981 "Papillibacter"
"369" "2b7b72ea9951cf0e1803ac364a7bd901" 1282 "aerobic_chemoheterotrophy" 8372 "Acholeplasma"
"373" "2b7b72ea9951cf0e1803ac364a7bd901" 1283 "chemoheterotrophy" 8372 "Acholeplasma"
"377" "2d558e09f0fb7b0073a647a159e6c064" 1320 "chemoheterotrophy" 5598 "Papillibacter"
"381" "2d558e09f0fb7b0073a647a159e6c064" 1319 "aromatic_compound_degradation" 5598 "Papillibacter"
"385" "2dac3fde3ff51f5f9dcb2485e2c8e8c3" 1324 "fermentation" 4833 "Alistipes"
"389" "2dac3fde3ff51f5f9dcb2485e2c8e8c3" 1323 "chemoheterotrophy" 4833 "Alistipes"
"393" "2f37a8cf6b82f6843ecb0c1342af3ac5" 1368 "aromatic_compound_degradation" 1064 "Papillibacter"
"397" "2f37a8cf6b82f6843ecb0c1342af3ac5" 1369 "chemoheterotrophy" 1064 "Papillibacter"
"401" "3231371e1b6b94e62c19b992d6527ffa" 1451 "chemoheterotrophy" 3929 "Acholeplasma"
"405" "3231371e1b6b94e62c19b992d6527ffa" 1450 "aerobic_chemoheterotrophy" 3929 "Acholeplasma"
"409" "32c927eea9185436a61a2d73f6036063" 1472 "aerobic_chemoheterotrophy" 10814 "Acholeplasma"
"411" "32c927eea9185436a61a2d73f6036063" 1473 "chemoheterotrophy" 10814 "Acholeplasma"
"417" "347bbc1c75f0a0be756792ad3b7ae96e" 1556 "aromatic_compound_degradation" 817 "Papillibacter"
"419" "347bbc1c75f0a0be756792ad3b7ae96e" 1557 "chemoheterotrophy" 817 "Papillibacter"
"425" "39a8c7b8d2bd8b44858910f92b5148ce" 1711 "chemoheterotrophy" 8865 "Alistipes"
"429" "39a8c7b8d2bd8b44858910f92b5148ce" 1712 "fermentation" 8865 "Alistipes"
"433" "3b9e1d41eaa8fcfcaa3d8b9fa5eddcd0" 1771 "chemoheterotrophy" 2403 "Pediococcus"
"435" "3b9e1d41eaa8fcfcaa3d8b9fa5eddcd0" 1772 "fermentation" 2403 "Pediococcus"
"441" "3bb0970ef18c59e2ec93412e88503361" 1773 "chemoheterotrophy" 10754 "Pediococcus"
"443" "3bb0970ef18c59e2ec93412e88503361" 1774 "fermentation" 10754 "Pediococcus"
"449" "3e63b7fbc1b87fd0f638dbb6db15e014" 1814 "chemoheterotrophy" 9910 "Alistipes"
"451" "3e63b7fbc1b87fd0f638dbb6db15e014" 1815 "fermentation" 9910 "Alistipes"
"457" "41ead429e6002f15b075848a30539ceb" 1924 "chemoheterotrophy" 7117 "Olsenella"
"459" "41ead429e6002f15b075848a30539ceb" 1925 "fermentation" 7117 "Olsenella"
"465" "4411f622921d55b469e6c4bc3c3517ea" 1987 "chemoheterotrophy" 6185 "Alistipes"
"467" "4411f622921d55b469e6c4bc3c3517ea" 1988 "fermentation" 6185 "Alistipes"
"473" "458989c990715e2bb268de27619e7a16" 2017 "chemoheterotrophy" 2990 "Alistipes"
"475" "458989c990715e2bb268de27619e7a16" 2018 "fermentation" 2990 "Alistipes"
"481" "45c99bbdcce910edd10a9b0662f6bd93" 2025 "chemoheterotrophy" 5455 "Olsenella"
"483" "45c99bbdcce910edd10a9b0662f6bd93" 2026 "fermentation" 5455 "Olsenella"
"489" "45f8557f45fba6950290eed43e548fa9" 2029 "aromatic_compound_degradation" 9405 "Papillibacter"
"491" "45f8557f45fba6950290eed43e548fa9" 2030 "chemoheterotrophy" 9405 "Papillibacter"
"497" "4ad330db12ca4d7c26e0517ec860ee17" 2140 "chemoheterotrophy" 6096 "Alistipes"
"501" "4ad330db12ca4d7c26e0517ec860ee17" 2141 "fermentation" 6096 "Alistipes"
"505" "4f3d1ea69aed8d227faf695eb31a23b8" 2269 "aromatic_compound_degradation" 3135 "Papillibacter"
"507" "4f3d1ea69aed8d227faf695eb31a23b8" 2270 "chemoheterotrophy" 3135 "Papillibacter"
"513" "503cbb23d6a02501b5aca2599fd8f746" 2303 "chemoheterotrophy" 1065 "Alistipes"
"515" "503cbb23d6a02501b5aca2599fd8f746" 2304 "fermentation" 1065 "Alistipes"
"521" "51602b41456112a4e503702a62d112d9" 2363 "fermentation" 1873 "Pediococcus"
"525" "51602b41456112a4e503702a62d112d9" 2362 "chemoheterotrophy" 1873 "Pediococcus"
"529" "5294be0d8fb627afcdf55e365ed5dd8f" 2396 "chemoheterotrophy" 6925 "Olsenella"
"531" "5294be0d8fb627afcdf55e365ed5dd8f" 2397 "fermentation" 6925 "Olsenella"
"537" "569a96c8605a632a2710007d45936046" 2514 "chemoheterotrophy" 2722 "Alistipes"
"539" "569a96c8605a632a2710007d45936046" 2515 "fermentation" 2722 "Alistipes"
"545" "583bd7fc7943690a5dbf6438af36d02d" 2546 "chemoheterotrophy" 10846 "Alistipes"
"549" "583bd7fc7943690a5dbf6438af36d02d" 2547 "fermentation" 10846 "Alistipes"
"553" "588134a519f0fb83e52e7309968443cb" 2555 "chemoheterotrophy" 3314 "Pediococcus"
"555" "588134a519f0fb83e52e7309968443cb" 2556 "fermentation" 3314 "Pediococcus"
"561" "596dda86a235134d049c9736b724cb55" 2577 "chemoheterotrophy" 758 "Alistipes"
"563" "596dda86a235134d049c9736b724cb55" 2578 "fermentation" 758 "Alistipes"
"569" "59b4e288485540cad3e906f879aa5706" 2591 "chemoheterotrophy" 7223 "Alistipes"
"573" "59b4e288485540cad3e906f879aa5706" 2592 "fermentation" 7223 "Alistipes"
"577" "5ae2f09143a4ed006c4c1cfb336030e5" 2636 "chemoheterotrophy" 4362 "Olsenella"
"579" "5ae2f09143a4ed006c4c1cfb336030e5" 2637 "fermentation" 4362 "Olsenella"
"585" "5c9d49d357399a3d0c8ec2c6b6940e7c" 2686 "fermentation" 3390 "Olsenella"
"589" "5c9d49d357399a3d0c8ec2c6b6940e7c" 2685 "chemoheterotrophy" 3390 "Olsenella"
"593" "5cbf47bfa4e9b9a888740604813c06d9" 2691 "aromatic_compound_degradation" 9269 "Papillibacter"
"595" "5cbf47bfa4e9b9a888740604813c06d9" 2692 "chemoheterotrophy" 9269 "Papillibacter"
"601" "5ceeb173bab843ac3efbc48f4a972e44" 2701 "fermentation" 1952 "Pediococcus"
"603" "5ceeb173bab843ac3efbc48f4a972e44" 2700 "chemoheterotrophy" 1952 "Pediococcus"
"609" "5db4657f39873485bd531c7c7cd9e5c5" 2709 "chemoheterotrophy" 9020 "Alistipes"
"613" "5db4657f39873485bd531c7c7cd9e5c5" 2710 "fermentation" 9020 "Alistipes"
"617" "5f19c1173c7f6b2b4b4a4291777716c4" 2748 "chemoheterotrophy" 10660 "Olsenella"
"619" "5f19c1173c7f6b2b4b4a4291777716c4" 2749 "fermentation" 10660 "Olsenella"
"625" "5fe20dee7aca3384ca3538a216129b15" 2793 "fermentation" 2502 "Alistipes"
"629" "5fe20dee7aca3384ca3538a216129b15" 2792 "chemoheterotrophy" 2502 "Alistipes"
"633" "5ff49868cf361ae3380dd7119efe87d7" 2794 "chemoheterotrophy" 8171 "Alistipes"
"635" "5ff49868cf361ae3380dd7119efe87d7" 2795 "fermentation" 8171 "Alistipes"
"641" "60f0fedf192234f8bbb6699392a21a0b" 2828 "chemoheterotrophy" 1606 "Alistipes"
"645" "60f0fedf192234f8bbb6699392a21a0b" 2829 "fermentation" 1606 "Alistipes"
"649" "616fe990d9aa519595cef503ee337633" 2835 "aerobic_chemoheterotrophy" 6782 "Acholeplasma"
"651" "616fe990d9aa519595cef503ee337633" 2836 "chemoheterotrophy" 6782 "Acholeplasma"
"657" "631100c6083f69c04742ce465d3ea8b2" 2868 "aromatic_compound_degradation" 6633 "Papillibacter"
"659" "631100c6083f69c04742ce465d3ea8b2" 2869 "chemoheterotrophy" 6633 "Papillibacter"
"665" "64e486eab6a052b368c7042ba17bdfe7" 2905 "aromatic_compound_degradation" 9522 "Papillibacter"
"667" "64e486eab6a052b368c7042ba17bdfe7" 2906 "chemoheterotrophy" 9522 "Papillibacter"
"673" "6521d0df0a8a0e5e3d5c7c8dfb24cd98" 2921 "fermentation" 8685 "Alistipes"
"677" "6521d0df0a8a0e5e3d5c7c8dfb24cd98" 2920 "chemoheterotrophy" 8685 "Alistipes"
"681" "65ac9c46a837e8990df1cddbb5fa5f4b" 2942 "fermentation" 8872 "Pediococcus"
"683" "65ac9c46a837e8990df1cddbb5fa5f4b" 2941 "chemoheterotrophy" 8872 "Pediococcus"
"689" "66274e81f361bb8b8df113386af501f8" 2954 "aerobic_chemoheterotrophy" 9296 "Acholeplasma"
"691" "66274e81f361bb8b8df113386af501f8" 2955 "chemoheterotrophy" 9296 "Acholeplasma"
"697" "68fe6541c045e47b9d548f70778fd475" 3041 "chemoheterotrophy" 643 "Alistipes"
"699" "68fe6541c045e47b9d548f70778fd475" 3042 "fermentation" 643 "Alistipes"
"705" "69b872eeaecba232e4cf11e40494ae31" 3064 "aromatic_compound_degradation" 9602 "Papillibacter"
"709" "69b872eeaecba232e4cf11e40494ae31" 3065 "chemoheterotrophy" 9602 "Papillibacter"
"713" "6a24e5c0a7b8c9c17d60cf256c39cd88" 3069 "chemoheterotrophy" 10140 "Alistipes"
"715" "6a24e5c0a7b8c9c17d60cf256c39cd88" 3070 "fermentation" 10140 "Alistipes"
"721" "6a9e628ef80c664102d30df68da23f4f" 3081 "chemoheterotrophy" 10389 "Alistipes"
"723" "6a9e628ef80c664102d30df68da23f4f" 3082 "fermentation" 10389 "Alistipes"
"729" "6e1a1bd9782d2f1c0117c915cf552bf4" 3185 "aerobic_chemoheterotrophy" 8223 "Acholeplasma"
"731" "6e1a1bd9782d2f1c0117c915cf552bf4" 3186 "chemoheterotrophy" 8223 "Acholeplasma"
"737" "6e8e61571ddaf38a35cd3720c0c9007a" 3192 "fermentation" 7821 "Pediococcus"
"741" "6e8e61571ddaf38a35cd3720c0c9007a" 3191 "chemoheterotrophy" 7821 "Pediococcus"
"745" "6ebddf6a8973383e17ca29672793c8a2" 3193 "chemoheterotrophy" 7006 "Alistipes"
"749" "6ebddf6a8973383e17ca29672793c8a2" 3194 "fermentation" 7006 "Alistipes"
"753" "705225244c39e4aebfd6915bb2785b76" 3260 "chemoheterotrophy" 2888 "Alistipes"
"755" "705225244c39e4aebfd6915bb2785b76" 3261 "fermentation" 2888 "Alistipes"
"761" "72c670a24f6b45db4a7395a8542623ec" 3327 "chemoheterotrophy" 1183 "Alistipes"
"765" "72c670a24f6b45db4a7395a8542623ec" 3328 "fermentation" 1183 "Alistipes"
"769" "7382c069949cb7f2d49eaa4a949a6e5d" 3359 "chemoheterotrophy" 1844 "Olsenella"
"771" "7382c069949cb7f2d49eaa4a949a6e5d" 3360 "fermentation" 1844 "Olsenella"
"777" "7421991f723313e0317d7443b5fd4f36" 3377 "aromatic_compound_degradation" 4879 "Papillibacter"
"779" "7421991f723313e0317d7443b5fd4f36" 3378 "chemoheterotrophy" 4879 "Papillibacter"
"785" "773f74b0c57fcfc9b54e802fc8263c7a" 3478 "chemoheterotrophy" 9438 "Pediococcus"
"787" "773f74b0c57fcfc9b54e802fc8263c7a" 3479 "fermentation" 9438 "Pediococcus"
"793" "7770f4150820719950d669ef9e5aa288" 3484 "chemoheterotrophy" 8443 "Olsenella"
"797" "7770f4150820719950d669ef9e5aa288" 3485 "fermentation" 8443 "Olsenella"
"801" "78d5606704dd3b884e7a1fe0eaf9df5f" 3519 "fermentation" 6151 "Alistipes"
"803" "78d5606704dd3b884e7a1fe0eaf9df5f" 3518 "chemoheterotrophy" 6151 "Alistipes"
"809" "78ef70fb93bc43aaa659a99950679fb3" 3521 "chemoheterotrophy" 4402 "Papillibacter"
"813" "78ef70fb93bc43aaa659a99950679fb3" 3520 "aromatic_compound_degradation" 4402 "Papillibacter"
"817" "79b2c7fd9d9b6a59d3bc1790b91539c4" 3536 "fermentation" 5121 "Pediococcus"
"821" "79b2c7fd9d9b6a59d3bc1790b91539c4" 3535 "chemoheterotrophy" 5121 "Pediococcus"
"825" "7b6bc71cd30ede45078d62b1b43badca" 3592 "fermentation" 5075 "Alistipes"
"827" "7b6bc71cd30ede45078d62b1b43badca" 3591 "chemoheterotrophy" 5075 "Alistipes"
"833" "7d877503a2b9b1b34efb35423d2b7bb3" 3634 "chemoheterotrophy" 5745 "Papillibacter"
"835" "7d877503a2b9b1b34efb35423d2b7bb3" 3633 "aromatic_compound_degradation" 5745 "Papillibacter"
"841" "7fbca87a4febcd058f2042d975370721" 3731 "fermentation" 4449 "Alistipes"
"845" "7fbca87a4febcd058f2042d975370721" 3730 "chemoheterotrophy" 4449 "Alistipes"
"849" "7ff9c3749e589f072cdc460e245968d0" 3734 "aerobic_chemoheterotrophy" 9834 "Acholeplasma"
"853" "7ff9c3749e589f072cdc460e245968d0" 3735 "chemoheterotrophy" 9834 "Acholeplasma"
"857" "826902fba1d65b082cdd26cb65a70a15" 3796 "chemoheterotrophy" 8757 "Olsenella"
"861" "826902fba1d65b082cdd26cb65a70a15" 3797 "fermentation" 8757 "Olsenella"
"865" "82b85263c8200115da4f1de56abc17b8" 3808 "chemoheterotrophy" 3497 "Pediococcus"
"867" "82b85263c8200115da4f1de56abc17b8" 3809 "fermentation" 3497 "Pediococcus"
"873" "82dc9bb235e6bbe482c24f7a7ab5c233" 3810 "aromatic_compound_degradation" 7857 "Papillibacter"
"877" "82dc9bb235e6bbe482c24f7a7ab5c233" 3811 "chemoheterotrophy" 7857 "Papillibacter"
"881" "83092c59bf7ec66301e02cedebfede1f" 3818 "aerobic_chemoheterotrophy" 9962 "Acholeplasma"
"885" "83092c59bf7ec66301e02cedebfede1f" 3819 "chemoheterotrophy" 9962 "Acholeplasma"
"889" "845290d8091248841be596514dbb55d5" 3846 "chemoheterotrophy" 7357 "Alistipes"
"893" "845290d8091248841be596514dbb55d5" 3847 "fermentation" 7357 "Alistipes"
"897" "85128227b554aec9942bbae77bf04fea" 3869 "chemoheterotrophy" 8164 "Acholeplasma"
"901" "85128227b554aec9942bbae77bf04fea" 3868 "aerobic_chemoheterotrophy" 8164 "Acholeplasma"
"905" "876a7631974d85ce6890418f9140d87e" 3967 "chemoheterotrophy" 4107 "Alistipes"
"907" "876a7631974d85ce6890418f9140d87e" 3968 "fermentation" 4107 "Alistipes"
"913" "87895d0857bc40328b2fe84d4844bf88" 3969 "chemoheterotrophy" 1408 "Alistipes"
"917" "87895d0857bc40328b2fe84d4844bf88" 3970 "fermentation" 1408 "Alistipes"
"921" "8a7ec711d48b12761ca81891bfff4509" 4066 "chemoheterotrophy" 10515 "Alistipes"
"923" "8a7ec711d48b12761ca81891bfff4509" 4067 "fermentation" 10515 "Alistipes"
"929" "8ab1045e15d5167d3132f01e2fe30a8f" 4086 "aerobic_chemoheterotrophy" 10458 "Acholeplasma"
"931" "8ab1045e15d5167d3132f01e2fe30a8f" 4087 "chemoheterotrophy" 10458 "Acholeplasma"
"937" "8ce441b6063984ae40de2d622c59887c" 4168 "chemoheterotrophy" 8891 "Alistipes"
"941" "8ce441b6063984ae40de2d622c59887c" 4169 "fermentation" 8891 "Alistipes"
"945" "8d8a9e2a2f4954e55fbba173bc21697c" 4194 "chemoheterotrophy" 7376 "Alistipes"
"947" "8d8a9e2a2f4954e55fbba173bc21697c" 4195 "fermentation" 7376 "Alistipes"
"953" "92f76dc1f1a3872d2b490881704f9624" 4348 "fermentation" 746 "Pediococcus"
"957" "92f76dc1f1a3872d2b490881704f9624" 4347 "chemoheterotrophy" 746 "Pediococcus"
"961" "93f9e5bfdae2e374c5e414424b9ab46a" 4363 "chemoheterotrophy" 3492 "Alistipes"
"965" "93f9e5bfdae2e374c5e414424b9ab46a" 4364 "fermentation" 3492 "Alistipes"
"969" "95e891783734e413fb8d9783f06021cc" 4418 "chemoheterotrophy" 3414 "Alistipes"
"973" "95e891783734e413fb8d9783f06021cc" 4419 "fermentation" 3414 "Alistipes"
"977" "9680df5f938a6112b2139f2deac2ce83" 4439 "fermentation" 2705 "Alistipes"
"979" "9680df5f938a6112b2139f2deac2ce83" 4438 "chemoheterotrophy" 2705 "Alistipes"
"985" "96abd58fdfb2a277741aa2fd51c7b110" 4455 "fermentation" 4043 "Pediococcus"
"989" "96abd58fdfb2a277741aa2fd51c7b110" 4454 "chemoheterotrophy" 4043 "Pediococcus"
"993" "9888c16794339fc900388c6a144ecf27" 4536 "aerobic_chemoheterotrophy" 6103 "Acholeplasma"
"995" "9888c16794339fc900388c6a144ecf27" 4537 "chemoheterotrophy" 6103 "Acholeplasma"
"1001" "98ec3f844ebef71dd94b71a25a1e0bd2" 4554 "chemoheterotrophy" 4542 "Olsenella"
"1003" "98ec3f844ebef71dd94b71a25a1e0bd2" 4555 "fermentation" 4542 "Olsenella"
"1009" "999a90beaeb8df9c3b9c546a9eaf3396" 4590 "aerobic_chemoheterotrophy" 5445 "Acholeplasma"
"1011" "999a90beaeb8df9c3b9c546a9eaf3396" 4591 "chemoheterotrophy" 5445 "Acholeplasma"
"1017" "9cd87ee03c0dfacef15a190caf0008ef" 4687 "aerobic_chemoheterotrophy" 1836 "Acholeplasma"
"1019" "9cd87ee03c0dfacef15a190caf0008ef" 4688 "chemoheterotrophy" 1836 "Acholeplasma"
"1025" "a06f2da98b9097aed384efaf218b2e2c" 4796 "chemoheterotrophy" 4397 "Alistipes"
"1027" "a06f2da98b9097aed384efaf218b2e2c" 4797 "fermentation" 4397 "Alistipes"
"1033" "a0a34a8f5c7c6071a308f30cb8525973" 4798 "aromatic_compound_degradation" 4784 "Papillibacter"
"1037" "a0a34a8f5c7c6071a308f30cb8525973" 4799 "chemoheterotrophy" 4784 "Papillibacter"
"1041" "a1b41cedd12ed5bc4edef1605f4715dd" 4812 "chemoheterotrophy" 3083 "Alistipes"
"1043" "a1b41cedd12ed5bc4edef1605f4715dd" 4813 "fermentation" 3083 "Alistipes"
"1049" "a3f0f6cd94478051bde280130db16e25" 4870 "fermentation" 4694 "Alistipes"
"1053" "a3f0f6cd94478051bde280130db16e25" 4869 "chemoheterotrophy" 4694 "Alistipes"
"1057" "a4ddcca034d1e65562cb738425d5f56b" 4906 "fermentation" 1776 "Pediococcus"
"1059" "a4ddcca034d1e65562cb738425d5f56b" 4905 "chemoheterotrophy" 1776 "Pediococcus"
