"index","lable","cluster","hubs","degree"
74,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium",1,0,0.277227722772277
75,"Defluviitalea",2,0,0.0396039603960396
76,"Lactonifactor",1,0,0.173267326732673
77,"Roseburia",2,0,0.0643564356435644
78,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus",2,0,0.257425742574257
79,"Syntrophococcus",2,0,0.00495049504950495
80,"rc4-4",2,0,0.0940594059405941
81,"[Clostridium]",1,0,0.277227722772277
82,"Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium",1,0,0.262376237623762
83,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides",2,0,0.227722772277228
84,"Butyricicoccus",2,0,0.0148514851485149
85,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium",1,0,0.297029702970297
86,"Faecalibacterium",2,0,0.0247524752475248
87,"Oscillospira",2,0,0.0742574257425743
88,"Papillibacter",1,0,0.0940594059405941
89,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus",2,0,0.0643564356435644
90,"Sporobacter",2,0,0.183168316831683
91,"Selenomonas",2,0,0.0198019801980198
92,"Succinispira",1,0,0.311881188118812
93,"Anaerorhabdus",1,0,0.133663366336634
94,"Sharpea",2,0,0.123762376237624
95,"Brevundimonas",3,0,0.217821782178218
96,"Caulobacter",1,0,0.0297029702970297
97,"Nitrobacteria",1,0,0.0544554455445545
98,"Aurantimonas",3,0,0.143564356435644
99,"Salinarimonas",3,1,0.287128712871287
100,"Ochrobactrum",3,0,0.0742574257425743
101,"Aquamicrobium",2,0,0.0792079207920792
102,"Amorphomonas",3,0,0.237623762376238
103,"Rhizobium",3,0,0.222772277227723
104,"Xanthobacter",1,0,0.00495049504950495
105,"Albidovulum",2,0,0.0495049504950495
106,"Oceaniovalibus",1,0,0.108910891089109
107,"Paracoccus",3,1,0.287128712871287
108,"Gluconacetobacter",3,1,0.282178217821782
109,"Dongia",4,0,0.0099009900990099
110,"Oceanibaculum",3,0,0.193069306930693
111,"Erythrobacter",2,0,0.0544554455445545
112,"Novosphingobium",2,0,0.0643564356435644
113,"Sphingobium",2,0,0.0297029702970297
114,"Sphingomonas",1,0,0.0891089108910891
115,"Bordetella",3,0,0.0099009900990099
116,"Oligella",2,0,0.00495049504950495
117,"Caldimonas",3,0,0.0891089108910891
118,"Sphaerotilus",1,0,0.00495049504950495
119,"Massilia",1,0,0.0148514851485149
120,"Gulbenkiania",3,0,0.0891089108910891
121,"Snodgrassella",3,1,0.292079207920792
122,"Denitromonas",1,0,0.0148514851485149
123,"Peredibacter",3,1,0.282178217821782
124,"Bdellovibrio",3,1,0.297029702970297
125,"Desulfovibrio",1,0,0.103960396039604
126,"Arcobacter",2,0,0.163366336633663
127,"Campylobacter",2,0,0.128712871287129
128,"Aeromonas",1,0,0.0544554455445545
129,"Anaerobiospirillum",2,0,0.153465346534653
130,"Ruminobacter",2,0,0.0544554455445545
131,"Succinivibrio",2,0,0.0544554455445545
132,"Rheinheimera",1,0,0.0693069306930693
133,"Escherichia",5,0,0.0445544554455446
134,"Pantoea",3,0,0.0297029702970297
135,"Acinetobacter",3,0,0.153465346534653
136,"Alkanindiges",3,0,0.232673267326733
137,"Enhydrobacter",3,0,0.193069306930693
138,"Psychrobacter",2,0,0.0643564356435644
139,"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas",3,0,0.158415841584158
140,"Lysobacter",1,0,0.099009900990099
141,"Pseudoxanthomonas",3,0,0.242574257425743
142,"Thermomonas",3,0,0.188118811881188
143,"Treponema",2,0,0.0891089108910891
144,"Acholeplasma",1,0,0.222772277227723
145,"Akkermansia",2,0,0.103960396039604
