"index","lable","cluster","hubs","degree","ev","between","close"
36,"Alistipes",3,0,5,0.361009411655016,0.033601319315605,0.494824458586826
37,"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus",6,0,2,0.0381048666978895,0.012987012987013,0.378387267719019
38,"Collinsella",6,0,4,0.0326788704945693,0.0280354566068852,0.391879365979977
39,"Dietzia",1,0,4,0.0791542544752387,0.0261801690373119,0.445006472981517
40,"Kurthia",1,0,2,0.0248262110978594,0.00474129045557617,0.352063229891813
41,"Nonlabens",4,0,7,0.356707818435013,0.122242836528551,0.576753375610378
42,"Sphingobium",1,0,4,0.0654377621092733,0.0447330447330447,0.45160419300762
43,"Anaerobiospirillum",3,0,4,0.381399725594596,0.00783343640486498,0.456253863710153
44,"Pseudoxanthomonas",4,0,6,0.15919719943886,0.0558647701504844,0.498638431605294
45,"Treponema",2,0,6,0.456925246458194,0.0515357658214801,0.517883086436929
46,"Bordetella",4,0,1,0.0145381440673713,0,0.326591217638023
47,"Pedobacter",4,0,5,0.126801300705934,0.0321583178726036,0.472606029326814
48,"Snodgrassella",4,0,6,0.132776559841189,0.0307153164296021,0.476677801640436
49,"Anaerococcus",7,0,4,0.401242045268552,0.0313337456194599,0.498224683413238
50,"Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Bacillus",1,0,4,0.0527946448232397,0.0214388785817357,0.419651893926564
51,"GW-34",7,0,6,0.346126758455246,0.0346320346320346,0.490352911095544
52,"ph2",7,0,3,0.485181271381148,0.00577200577200577,0.475428361682038
53,"Lactonifactor",2,0,4,0.309483569736503,0.0377241805813234,0.500550018473626
54,"Alkanindiges",4,0,6,0.176284094745995,0.0486497629354772,0.497374067700753
55,"Butyricicoccus",2,0,4,0.1865677197478,0.0618429189857761,0.477708268952574
56,"Nocardioides",1,0,6,0.0707089969171002,0.0478251906823335,0.448957734701315
57,"Helcococcus",7,0,5,0.456277359703934,0.0265924551638837,0.500877756740393
58,"Ochrobactrum",4,0,3,0.0552444886182141,0.0202020202020202,0.404882988249401
59,"Pediococcus",3,0,3,0.116826601645519,0.0214388785817357,0.416390388464348
60,"[Prevotella]",3,0,1,0.0709108634143123,0,0.338595333263099
61,"Isobaculum",7,0,5,0.276156088066055,0.0775097917955061,0.489094881439639
62,"Weissella",7,1,7,0.79997564962393,0.0585446299732014,0.543631280006596
63,"Papillibacter",5,0,3,0.193071659316849,0.0230880230880231,0.445241908308134
64,"Rhizobium",4,0,4,0.100361553929357,0.0125747268604411,0.452553129928213
65,"Kribbia",1,0,2,0.0779205599761157,0.018140589569161,0.415218242163569
66,"Sporobacter",3,0,6,0.438466680360016,0.0296846011131725,0.485009517987145
67,"Dorea",6,0,4,0.0326616257985797,0,0.391824516996031
68,"Succinivibrio",2,0,6,0.592945567426267,0.0476190476190476,0.522581685171154
69,"Barnesiella",3,1,8,0.773338547761192,0.0404040404040404,0.527489190001853
70,"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas",4,0,1,0.0178135182194981,0,0.338389003236093
71,"Brevibacterium",7,0,3,0.172894023176386,0.0243248814677386,0.439390077975405
72,"Psychrobacter",2,0,4,0.285235315700436,0.00989486703772418,0.465825614669198
73,"Brevundimonas",4,0,4,0.094812394758135,0.0315398886827458,0.451666346943144
74,"Olsenella",7,0,4,0.287639690431493,0.0280354566068852,0.453671395465379
75,"Lysobacter",1,0,2,0.0267429078849386,0.00597814883529169,0.370424794308509
76,"Flavobacterium",1,0,3,0.0890377175387824,0.00886415172129458,0.440449238120877
77,"Selenomonas",3,0,2,0.104750514897082,0.00453514739229025,0.383634505320187
78,"Macellibacteroides",2,0,6,0.444541234000083,0.0385487528344671,0.516249319098001
79,"Acholeplasma",3,0,3,0.206216979314607,0.0080395794681509,0.429319896155304
80,"Petrimonas",7,0,6,0.448407283114475,0.025974025974026,0.486775502414268
81,"Deinococcus",1,0,3,0.0553722957548404,0.0368996083281798,0.409118447554744
82,"Desulfovibrio",1,0,3,0.0956852240909445,0.0257678829107401,0.439801534498209
83,"Arcobacter",1,0,2,0.0583460047590242,0.00639043496186353,0.363366438738064
84,"Nitrobacteria",2,0,2,0.0551026941574263,0.00824572253143682,0.389593807187587
85,"Albidovulum",1,0,5,0.0402590248646648,0.0410224695938982,0.421184259861411
86,"Serinibacter",7,0,4,0.408459472709208,0.0166975881261596,0.5092289525479
87,"Mucispirillum",6,0,2,0.012337893492058,0,0.30583285169682
88,"Sphingomonas",1,0,2,0.0206517510960144,0,0.361389161034764
89,"YRC22",3,0,5,0.31155074802105,0.0169037311894455,0.479309959512345
90,"Porphyrobacter",1,0,1,0.00935494396107975,0,0.326066166377205
91,"rc4-4",3,0,6,0.549098792610668,0.028447742733457,0.497559336513977
92,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides",3,0,4,0.341215064921874,0.0164914450628736,0.477149910957626
93,"Mucilaginibacter",4,0,5,0.206978099142173,0.062049062049062,0.514197860223533
94,"Bdellovibrio",4,0,4,0.184818133468575,0.0331890331890332,0.495495840762507
95,"Caldimonas",4,0,1,0.00316238086958108,0,0.273754818403679
96,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus",1,0,2,0.0505871119267093,0.0123685837971552,0.394117544106527
97,"Haloplasma",1,0,3,0.177247808090799,0.0263863121005978,0.44875927768487
98,"Gluconacetobacter",4,0,2,0.0548683508692631,0.00556586270871985,0.402164482333866
99,"Sharpea",7,0,3,0.193016802098658,0.00350443207586065,0.42620997822687
100,"Anaerorhabdus",5,0,2,0.0486687180951143,0.00247371675943105,0.373505533387995
