"index","lable","cluster","hubs","degree","ev","between","close"
21,"Succinispira",1,0,0.151515151515152,0.221590182552339,0.00430004777830865,0.784428149094271
22,"Roseburia",1,0,0.0606060606060606,0.0839457251762539,0.00812231247013856,0.780928968419064
23,"Acinetobacter",6,0,0.141414141414141,0.396744308357889,0.0188724319159102,0.793164098644337
24,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus",1,0,0.212121212121212,0.197898748218613,0.143334925943622,0.944503628477598
25,"Ornithinimicrobium",2,0,0.0707070707070707,0.0237754893167065,0.0198279980888677,0.723236048598058
26,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium",1,0,0.0909090909090909,0.170185001281852,0,0.735153436040891
27,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Clostridium",1,0,0.262626262626263,0.359068426121155,0.0733397037744864,0.933962577033795
28,"Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium",1,0,0.121212121212121,0.177925359326499,0.00525561395126613,0.786620659260693
29,"Faecalibacterium",3,0,0.0606060606060606,0.00368015232416371,0.0145723841376015,0.627335928328214
30,"[Clostridium]",1,0,0.121212121212121,0.142837781157348,0.0315336837075968,0.807617865604706
31,"Prevotella",1,0,0.121212121212121,0.140117685914323,0.0301003344481605,0.791102049921451
32,"Trueperella",4,0,0.171717171717172,0.157180190180865,0.0633062589584329,0.92658530447904
33,"Lactobacillus",3,0,0.0404040404040404,0.00177567179865761,0.032967032967033,0.571771793764219
34,"CF231",1,0,0.101010101010101,0.0759203864449692,0.0296225513616818,0.800613697997052
35,"Alistipes",1,0,0.0909090909090909,0.0643333256547744,0.032967032967033,0.78008968103911
36,"Bacteria_Firmicutes_Bacilli_Bacillales_Bacillaceae_Bacillus",1,0,0.0202020202020202,0.0101209302655429,0.00692785475394171,0.576546189517464
37,"Collinsella",3,0,0.0505050505050505,0.00193284241040225,0.00573339703774486,0.604991838693494
38,"Dietzia",2,0,0.0707070707070707,0.0140203189197859,0.0172001911132346,0.720998076733508
39,"Kurthia",5,0,0.0505050505050505,0.00275051800756499,0.0107501194457716,0.555186029615666
40,"Nonlabens",6,1,0.212121212121212,0.992609255648011,0.00764452938365982,0.920928903046393
41,"Sphingobium",3,0,0.0202020202020202,0.00440678274103455,0,0.519040110607499
42,"Anaerobiospirillum",1,0,0.101010101010101,0.0444545004314977,0.0195891065456283,0.761259020656743
43,"Pseudoxanthomonas",6,1,0.212121212121212,0.964751254453754,0.00740563784042045,0.896793143586945
44,"Treponema",1,0,0.121212121212121,0.0661672743671847,0.0253225035833731,0.786403422418761
45,"Bordetella",6,0,0.111111111111111,0.122102054687648,0.0131390348781653,0.761126660787818
46,"Pedobacter",6,1,0.242424242424242,1,0.0301003344481605,0.930382392396419
47,"Snodgrassella",6,0,0.181818181818182,0.882939356222963,0.0093167701863354,0.86943330746075
48,"Anaerococcus",4,0,0.0404040404040404,0.00649643976751338,0.00382226469182991,0.569414488386405
49,"Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Bacillus",2,0,0.0606060606060606,0.00658151337302141,0.0129001433349259,0.659633755054745
50,"GW-34",4,0,0.181818181818182,0.120122913055617,0.0633062589584329,0.854658878441223
51,"ph2",4,0,0.161616161616162,0.143172524949353,0.032967032967033,0.896126166914064
52,"Lactonifactor",4,0,0.101010101010101,0.114201360336823,0,0.775594262874282
53,"Alkanindiges",6,0,0.222222222222222,0.908009456204688,0.0140946010511228,0.912508870459703
54,"Butyricicoccus",3,0,0.0707070707070707,0.00206052988991584,0.0279503105590062,0.627922420083755
55,"Nocardioides",2,0,0.0707070707070707,0.00660423253647811,0.0212613473483039,0.684422614298163
56,"Helcococcus",4,0,0.101010101010101,0.0549306557476353,0.0119445771619685,0.745313447194152
57,"Ochrobactrum",6,0,0.0909090909090909,0.338944578148063,0,0.728115723929537
58,"Pediococcus",3,0,0.0101010101010101,0.000145828411972578,0,0.455081765906757
59,"Isobaculum",4,0,0.0808080808080808,0.0419249880692218,0.0222169135212613,0.697674679491585
60,"Weissella",4,0,0.0606060606060606,0.0369446053157847,0.0105112279025323,0.691578043986513
61,"Papillibacter",4,0,0.0808080808080808,0.0848077684181185,0.0353559483994267,0.747205707148242
62,"Rhizobium",6,0,0.161616161616162,0.832507868412143,0,0.818853186243593
63,"Kribbia",5,0,0.0404040404040404,0.0107730595331801,0.0112279025322504,0.631839499855834
64,"Sporobacter",1,0,0.0404040404040404,0.027313861041552,0.021978021978022,0.68563451672443
65,"Dorea",3,0,0.0404040404040404,0.00103386188336107,0,0.549348050420071
66,"Succinivibrio",1,0,0.0808080808080808,0.0108603539022888,0.00812231247013856,0.655788287679774
67,"Barnesiella",1,0,0.0707070707070707,0.0151214796870843,0.000955566172957477,0.652127643647967
68,"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas",6,0,0.0303030303030303,0.180070696471316,0,0.601445272574055
69,"Psychrobacter",3,0,0.0101010101010101,0.00122114369041276,0,0.398718305878133
70,"Brevundimonas",6,0,0.161616161616162,0.771216706135846,0.0031055900621118,0.815729194008215
71,"Olsenella",4,0,0.0303030303030303,0.0105104425004691,0.0217391304347826,0.589537921021762
72,"Lysobacter",2,0,0.0505050505050505,0.00507866881985959,0.000955566172957477,0.625374507847516
73,"Flavobacterium",5,0,0.0202020202020202,0.00112069401877854,0.000955566172957477,0.472222059968665
74,"Selenomonas",3,0,0.0202020202020202,0.000245915532875707,0,0.478601944435776
75,"Macellibacteroides",3,0,0.0808080808080808,0.014905508715122,0.100812231247014,0.727654390144131
76,"Petrimonas",4,0,0.0303030303030303,0.0282749681221147,0,0.640508141285832
77,"Deinococcus",2,0,0.0505050505050505,0.0217629847241772,0,0.662826161845277
78,"Nitrobacteria",2,0,0.0909090909090909,0.0253323225440451,0.0102723363592929,0.691872180410291
79,"Albidovulum",6,0,0.0707070707070707,0.0341477904048141,0.0138557095078834,0.705720980444266
80,"Serinibacter",4,0,0.0101010101010101,0.014829237728794,0,0.605232631876972
81,"Mucispirillum",3,0,0.0606060606060606,0.00556204715967442,0.0188724319159102,0.59688240896691
82,"Sphingomonas",2,0,0.0202020202020202,0.00446071312182821,0.00238891543239369,0.565298263428061
83,"YRC22",1,0,0.0404040404040404,0.00724183820087644,0,0.593565399336065
84,"Porphyrobacter",6,0,0.0404040404040404,0.0187197573268883,0,0.613845492845468
85,"rc4-4",1,0,0.0707070707070707,0.0166407239452493,0.00119445771619685,0.658980325486336
86,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides",1,0,0.0101010101010101,0.00173329225581165,0,0.48835481919219
87,"Mucilaginibacter",6,1,0.242424242424242,0.970995249900448,0.0207835642618251,0.922732937716098
88,"Bdellovibrio",6,1,0.171717171717172,0.916094324254159,0.000477783086478739,0.869348601205972
89,"Caldimonas",2,0,0.0404040404040404,0.0251795770888216,0,0.658478095202338
90,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus",2,0,0.0101010101010101,0.000628571892033596,0,0.43884808238223
91,"Gluconacetobacter",6,0,0.181818181818182,0.814724238745318,0.0031055900621118,0.840615191435497
92,"Sharpea",4,0,0.0101010101010101,0.000698043499197418,0,0.440940213421316
93,"Anaerorhabdus",4,0,0.0101010101010101,0.00544414432321683,0,0.516729491362905
