"index","lable","cluster","hubs","degree","ev","between","close"
33,"Nocardioides",4,0,10,2.59190038176463e-05,0.070473005255614,0.404912554007574
34,"Deinobacterium",4,0,11,5.85396778787355e-06,0,0.415425713449206
35,"Alysiella",8,0,0,0,0,0
36,"Petrimonas",2,1,14,0.999865633253042,0,0.476951567189987
37,"CF231",5,0,9,2.05642662169344e-05,0,0.40953100343648
38,"Psychrobacter",1,0,2,2.37521364605779e-06,0.0102723363592929,0.310184076835498
39,"Nitriliruptor",4,0,11,5.8525547940325e-06,0,0.415397881531082
40,"Caldimonas",4,0,10,4.23500913271642e-06,0.0628284758719541,0.405250365529234
41,"Novosphingobium",4,0,2,3.76251562139247e-07,0.0850453893932155,0.349652490979898
42,"Elizabethkingia",1,0,4,7.9814403294229e-06,0.0864787386526517,0.379937851245191
43,"Sporobacter",6,0,5,1.83931350607017e-05,0.279025322503583,0.467943642845392
44,"Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Bacillus",2,0,4,0.0792506009689618,0.0539894887720975,0.391398192070185
45,"Dietzia",1,0,3,0.000460452616221489,0.0778786430960344,0.393507319034125
46,"Treponema",5,0,9,2.05637759826745e-05,0,0.40952871241031
47,"Prevotella",2,1,14,0.999972078081808,0,0.476965880500591
48,"Akkermansia",2,1,14,1,0,0.476972909714651
49,"Albidovulum",4,0,11,5.85197806395484e-06,0,0.415381292242958
50,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium",5,0,9,2.05675021013505e-05,0,0.409546040650829
51,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus",2,1,14,0.999887404167409,0,0.476966554702672
52,"Papillibacter",5,0,9,2.05735754431453e-05,0,0.409574267051499
53,"Blastococcus",4,0,11,5.85243894237733e-06,0,0.415382518089814
54,"ph2",6,0,9,2.95303029393421e-07,0,0.373881510342067
55,"Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Bacteroides",2,1,14,0.999760770392125,0,0.476959058505811
56,"Millisia",3,0,6,0.00127528290505016,0.292881032011467,0.487144754352301
57,"Ornithinicoccus",1,0,4,0.000297059637432665,0.086000955566173,0.37848272820528
58,"Bergeyella",1,0,3,0.000286977022375725,0.0243669374104157,0.349831947431875
59,"Roseburia",2,0,14,0.999478129575664,0.00645007166746297,0.476938848563584
60,"Atopostipes",2,0,3,0.0120121639206386,0.0217391304347826,0.31014753391467
61,"Brevibacterium",3,0,5,0.00649096649666914,0.198041089345437,0.465454877504818
62,"Actinobacillus",3,0,3,0.000148957485257663,0.0590062111801242,0.385392912963051
63,"Lysobacter",2,0,14,0.999310131695149,0,0.476917592555269
64,"Anaerosinus",6,0,3,1.71305663567645e-06,0.0303392259913999,0.388515358140996
65,"Bordetella",4,0,11,5.85369512882391e-06,0,0.415400516826843
66,"Olsenella",5,0,9,2.05794797127665e-05,0,0.40960168800813
67,"Kribbia",6,0,9,2.95276808962251e-07,0,0.373872051205711
68,"Lactobacillus",6,0,11,0.000119010242653375,0.301003344481605,0.500971501759117
69,"Lactonifactor",2,0,14,0.999251294373157,0,0.476909710762079
70,"Sphingomonas",3,0,3,0.00569882662375748,0.095078834209269,0.417274756978844
71,"Planktophila",7,0,0,0,0,0
72,"GW-34",6,0,9,2.95270774964289e-07,0,0.373871150611344
73,"Beutenbergia",4,0,11,5.85519049892056e-06,0,0.415427401316865
74,"Pediococcus",5,0,9,2.05826866459951e-05,0,0.409616773076905
75,"Syntrophococcus",3,0,5,0.00648612165571233,0,0.465424539140011
76,"Arcobacter",6,0,9,2.95286490455105e-07,0,0.373878790523152
77,"Brevundimonas",1,0,3,6.57220661093683e-06,0.093167701863354,0.391263486456278
78,"Macellibacteroides",2,0,14,0.999236924098671,0,0.476912672510886
79,"Campylobacter",6,0,9,2.95318099443164e-07,0,0.373891916875445
80,"Barnesiella",2,0,14,0.999225207068524,0,0.476899342398282
81,"Oscillospira",2,0,14,0.999314610781072,0,0.476900799042768
82,"Bibersteinia",8,0,0,0,0,0
83,"Advenella",6,0,9,2.95353679650767e-07,0,0.373905368500552
84,"Porphyrobacter",8,0,0,0,0,0
85,"Collinsella",3,0,2,0.00464327456621609,0.0367892976588629,0.408891276167539
86,"Defluviitalea",5,0,9,2.05821872737499e-05,0,0.409614764708397
87,"Sphingobium",2,0,1,0.00106555509722432,0,0.250835346526923
88,"Anaerobiospirillum",6,0,9,2.95377980220877e-07,0,0.373913325835386
89,"[Prevotella]",4,0,10,3.7536070940281e-06,0.0809842331581462,0.396803387432746
90,"Bacteria_Proteobacteria_Betaproteobacteria_Neisseriales_Neisseriaceae_Vitreoscilla",2,0,4,0.0792495276606155,0,0.391362687428222
91,"Acholeplasma",5,0,9,2.05773051944193e-05,0,0.409592145687077
92,"Helcococcus",6,0,9,2.95377848243876e-07,0,0.373911457512729
93,"Simkania",2,0,2,0.0675500434426758,0,0.391806649078822
94,"Abiotrophia",8,0,0,0,0,0
95,"Pusillimonas",1,0,2,2.67735443126667e-05,0.00788342092689919,0.320998851081171
96,"Halomonas",3,0,5,0.00153848773635464,0.0496894409937888,0.408343183979597
97,"Denitromonas",1,0,3,0.000451326200259457,0.0160057333970377,0.369375553459063
98,"Thermomonas",4,0,11,5.85628398451417e-06,0,0.415451632064386
99,"Deinococcus",4,0,11,5.8564873745947e-06,0.0241280458671763,0.415462257338596
100,"Xanthobacter",4,0,11,5.85567624503661e-06,0.00812231247013856,0.415453791029766
