"index","lable","cluster","hubs","degree","ev","between","close"
34,"Ornithinimicrobium",4,0,3,0.0540696247256943,0.0210478151452757,0.451271758158809
35,"Trueperella",1,0,5,0.0520004877182895,0.079158087394189,0.466259145852808
36,"Bacteria_Proteobacteria_Gammaproteobacteria_Pseudomonadales_Pseudomonadaceae_Pseudomonas",3,0,4,0.145520523573027,0.0485014870738961,0.469264994598989
37,"Sphingobium",5,1,8,0.934576445863139,0.0690917410203615,0.511316367371331
38,"Bergeyella",5,0,2,0.167337674551585,0.0212765957446809,0.36970485998525
39,"Alistipes",8,0,3,0.0548339648019979,0.020132692747655,0.439294903689771
40,"Bdellovibrio",7,0,4,0.0725914573519876,0.0203614733470602,0.456722532108151
41,"Atopostipes",2,0,5,0.105503631632565,0.0498741706703272,0.512534253348708
42,"Roseburia",8,0,6,0.0834243878502774,0.0754975978037062,0.523219206640224
43,"Rheinheimera",5,1,5,0.822946576015939,0.0176161061541981,0.457882770605333
44,"Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Clostridium",8,0,6,0.113303324330882,0.0237931823381377,0.506673534738026
45,"Brevundimonas",5,0,4,0.424740717646739,0.00960878517501716,0.450173437621411
46,"Lactobacillus",2,0,3,0.0520748535366124,0.0247083047357584,0.457111473909325
47,"Kerstersia",9,0,0,0,0,0
48,"Dietzia",5,0,3,0.063452798251907,0.0372912377030428,0.44053120732515
49,"Treponema",8,0,2,0.0378477311875334,0.00594829558453443,0.415300153377308
50,"Collinsella",2,0,4,0.0475267309187527,0.0247083047357584,0.445230703472147
51,"Pedobacter",3,0,3,0.108087902096216,0.0267673301304049,0.436435828806876
52,"GW-34",1,0,5,0.0457464644140692,0.0292839167238618,0.451054018634285
53,"Weissella",8,0,4,0.0497869872677723,0.0203614733470602,0.450914784148527
54,"ph2",1,0,6,0.0595797553325816,0.0487302676733013,0.494874266225085
55,"Gulbenkiania",5,0,7,0.648242077481744,0.0613132006405857,0.483600062414608
56,"CF231",8,0,3,0.0594906014442316,0.020132692747655,0.453000835288622
57,"Aeromonas",3,0,4,0.339893133526239,0.0318005033173187,0.488731573994349
58,"Lactonifactor",8,0,3,0.0424259212469942,0.0256234271333791,0.439916501512753
59,"Caldimonas",7,0,3,0.198214704243582,0.0189887897506291,0.426839017818413
60,"Kribbia",1,0,2,0.0147062512963677,0,0.354971286271584
61,"Methylotenera",5,1,6,1,0.0221917181423015,0.498767856305567
62,"Aurantimonas",3,0,4,0.344722617848404,0.0393502630976893,0.4839974000461
63,"Succinivibrio",2,0,7,0.164146480705238,0.132235186456189,0.56393092882412
64,"Desulfovibrio",8,0,6,0.0955551814447836,0.0452985586822237,0.489522158079263
65,"Dysgonomonas",9,0,0,0,0,0
66,"Oscillospira",8,0,6,0.13184742800863,0.0619995424388012,0.503624154206235
67,"Lysobacter",5,0,1,0.031605366456642,0,0.287938642090883
68,"Nocardioides",4,0,4,0.0808363194577974,0.0608556394417753,0.477135666889053
69,"Helcococcus",1,0,4,0.0447278131536807,0.0251658659345687,0.450278807414384
70,"Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Bacillus",5,0,3,0.2737900452965,0.0356897735072066,0.452151137404568
71,"Selenomonas",2,0,5,0.0909613384242517,0.0640585678334477,0.502440814449605
72,"Serinibacter",1,0,3,0.0257851323185282,0.0160146419583619,0.407541844976641
73,"Papillibacter",8,0,3,0.0703381760126863,0.0244795241363532,0.460553012661244
74,"Sporobacter",8,0,6,0.0909544701741643,0.0345458705101807,0.475433564437969
75,"Sphingobacterium",3,0,6,0.258096180642915,0.0798444291924045,0.527592128374355
76,"Pseudoxanthomonas",3,0,4,0.0779880035042217,0.0263097689315946,0.461904637515827
77,"Anaerobiospirillum",2,0,3,0.0561173962335436,0.0267673301304049,0.472091147949403
78,"Dorea",2,0,3,0.0358057099736454,0.0137268359643102,0.404730430197155
79,"[Prevotella]",8,0,2,0.040463688834432,0,0.381770957040863
80,"Eggerthella",4,0,4,0.0400916355627147,0.0436970944863876,0.439748439866577
81,"Pelomonas",5,1,5,0.961363102946484,0.0185312285518188,0.472848151066524
82,"Sphingomonas",5,0,3,0.320446159691839,0.0162434225577671,0.444041929817456
83,"Deinobacterium",3,0,6,0.221648653310595,0.0796156485929993,0.503183245733091
84,"Flavobacterium",2,0,1,0.00311186264111248,0,0.302222655465178
85,"Akkermansia",4,0,2,0.0391389015756387,0.021505376344086,0.422524309362407
86,"Brevibacterium",1,0,4,0.202213318692743,0.0276824525280256,0.436993699029238
87,"Aeriscardovia",1,0,3,0.0337533262442124,0.0125829329672844,0.433297357413367
88,"Psychrobacter",2,0,2,0.01458815410206,0.0212765957446809,0.380620257400874
89,"Isobaculum",1,0,2,0.0377957768351129,0.0231068405399222,0.448341890434255
90,"Pediococcus",1,0,3,0.0655818347880347,0.0116678105696637,0.419071722706304
91,"Anaerococcus",1,0,5,0.0548015817616931,0.0706932052161977,0.501555873896953
92,"Campylobacter",1,0,4,0.0492830668745777,0.0279112331274308,0.45367444759275
93,"Wautersiella",2,0,4,0.0565280004774715,0.0253946465339739,0.484112677578208
94,"Arcobacter",2,0,2,0.0175329796261891,0,0.349261603938101
95,"Snodgrassella",7,0,4,0.0648551216594565,0.0290551361244566,0.465223619005901
96,"Peredibacter",7,0,5,0.103226538546502,0.0567375886524823,0.489949132159136
97,"Xanthobacter",9,0,0,0,0,0
98,"Kurthia",8,0,3,0.0457919152682195,0.0148707389613361,0.443739444336297
